comment,comment_id,like_count,reply_count,published_at,parent_id,video_id,title,channel,publish_date,views,likes,comments_count
"So , do we have a forest in Ghana  by name WONTUMI FOREST ?  WOW,  GHANAIANS ARE NOT SERIOUS  AT ALL  COST",UgwwfkJtgmu2XWedKG54AaABAg,0,0,2024-10-17T19:17:10Z,,m3Q-UZQF56M,Galamsey Fight: Joint task force declares relentless war on illegal miners | The Pulse (11-10-24),JoyNews,10/11/2024 19:35,10422,65,28
Backwards society of leaders... polluting your own water bodies and calling for God's intervention. This is a man made disaster and man must take it's own action. It has nothing to do with God.????,UgwU_kn1hnQ020jABdx4AaABAg,2,1,2024-10-15T19:08:41Z,,m3Q-UZQF56M,Galamsey Fight: Joint task force declares relentless war on illegal miners | The Pulse (11-10-24),JoyNews,10/11/2024 19:35,10422,65,28
Exactly ??,UgwU_kn1hnQ020jABdx4AaABAg.A9cUk3_TA8xA9jXMYU8VHm,0,0,2024-10-18T12:46:14Z,UgwU_kn1hnQ020jABdx4AaABAg,m3Q-UZQF56M,Galamsey Fight: Joint task force declares relentless war on illegal miners | The Pulse (11-10-24),JoyNews,10/11/2024 19:35,10422,65,28
kpaako???,UgzDOCWqsoEA5kaCZpN4AaABAg,0,0,2024-10-13T04:05:41Z,,m3Q-UZQF56M,Galamsey Fight: Joint task force declares relentless war on illegal miners | The Pulse (11-10-24),JoyNews,10/11/2024 19:35,10422,65,28
YOU CAN'T DO THE RIVERS AND LEAVE THE FOREST UNTIL ANOTHER TIME. IT WILL BE BETTER IF YOU DON'T START AT ALL. THE PRESSURE THAT WILL COME ON THE FOREST EVEN IF ONE WEEK IS ALLOWED WILL BE VERY DISASTROUS. UNLESS YOU WANT GHANAIANS TO KNOW THAT SOME ARE BEING PROTECTED.,Ugw-i4E2ucWcPSsKV6J4AaABAg,1,0,2024-10-12T16:35:54Z,,m3Q-UZQF56M,Galamsey Fight: Joint task force declares relentless war on illegal miners | The Pulse (11-10-24),JoyNews,10/11/2024 19:35,10422,65,28
KUDOS TO THE GHANA ARM FORCES.,UgyRdjf8ggGBAVA02aV4AaABAg,1,0,2024-10-12T16:26:58Z,,m3Q-UZQF56M,Galamsey Fight: Joint task force declares relentless war on illegal miners | The Pulse (11-10-24),JoyNews,10/11/2024 19:35,10422,65,28
WHICH GALAMSEY SITES ARE EXEMPTED FROM THIS WAR? WHICH ONES ARE YOU PROTECTING?,UgwRLZLWt6YgzkXXueh4AaABAg,1,0,2024-10-12T16:21:05Z,,m3Q-UZQF56M,Galamsey Fight: Joint task force declares relentless war on illegal miners | The Pulse (11-10-24),JoyNews,10/11/2024 19:35,10422,65,28
All be settings they are not stopping anything ??,UgxCkF3eAl_ad6dxapJ4AaABAg,1,0,2024-10-12T12:51:24Z,,m3Q-UZQF56M,Galamsey Fight: Joint task force declares relentless war on illegal miners | The Pulse (11-10-24),JoyNews,10/11/2024 19:35,10422,65,28
knee jerk reaction,Ugy1857cxylro24HO1J4AaABAg,0,0,2024-10-12T12:21:09Z,,m3Q-UZQF56M,Galamsey Fight: Joint task force declares relentless war on illegal miners | The Pulse (11-10-24),JoyNews,10/11/2024 19:35,10422,65,28
Your title should read ‘ pretend war’ We are not fooled. What about the rest of the rivers?  You so called media people are easily manipulated.,UgyOvI1NZSgBeuJr9kl4AaABAg,0,0,2024-10-12T11:23:43Z,,m3Q-UZQF56M,Galamsey Fight: Joint task force declares relentless war on illegal miners | The Pulse (11-10-24),JoyNews,10/11/2024 19:35,10422,65,28
Why hasn't the Government invited the UN to do a National Assessment ?,Ugz4KXriu3EqeMbugUx4AaABAg,0,0,2024-10-12T07:36:03Z,,m3Q-UZQF56M,Galamsey Fight: Joint task force declares relentless war on illegal miners | The Pulse (11-10-24),JoyNews,10/11/2024 19:35,10422,65,28
My question is when was this Small Scale Miners Association formed  And where have they been all this while?,Ugxiq_EhX2vGZ5aJe_54AaABAg,5,0,2024-10-12T07:15:37Z,,m3Q-UZQF56M,Galamsey Fight: Joint task force declares relentless war on illegal miners | The Pulse (11-10-24),JoyNews,10/11/2024 19:35,10422,65,28
Congratulations to the teachers,UgyNCY43THQI3i9vil54AaABAg,1,0,2024-10-12T07:13:10Z,,m3Q-UZQF56M,Galamsey Fight: Joint task force declares relentless war on illegal miners | The Pulse (11-10-24),JoyNews,10/11/2024 19:35,10422,65,28
What are the rest of the military doing in the barracks. 100 soljers my foot. AKUFO ADDO thinks all of us are stupid,UgyZlHW67Jv0UCXVkCp4AaABAg,2,1,2024-10-12T05:07:11Z,,m3Q-UZQF56M,Galamsey Fight: Joint task force declares relentless war on illegal miners | The Pulse (11-10-24),JoyNews,10/11/2024 19:35,10422,65,28
They keep the numbers small so that the 'galamseyers' can play merry-go-round with them.,UgyZlHW67Jv0UCXVkCp4AaABAg.A9UG35y59FQA9lR3GaPBDV,0,0,2024-10-19T06:29:39Z,UgyZlHW67Jv0UCXVkCp4AaABAg,m3Q-UZQF56M,Galamsey Fight: Joint task force declares relentless war on illegal miners | The Pulse (11-10-24),JoyNews,10/11/2024 19:35,10422,65,28
"WUNTUMI is destroying water bodies killing innocent babies. Prof, sent report to AKUFO ADDO that contain all the criminals. You are here praying for what?",Ugw9P_NeZRkmzuKQf4h4AaABAg,0,0,2024-10-12T05:02:48Z,,m3Q-UZQF56M,Galamsey Fight: Joint task force declares relentless war on illegal miners | The Pulse (11-10-24),JoyNews,10/11/2024 19:35,10422,65,28
"The British and US Army fought for many years against their enemies to safe their country. So , this is the time Ghana army has  to conquer their enemies.",UgyKKqm5vMO7okebDat4AaABAg,2,0,2024-10-12T04:03:16Z,,m3Q-UZQF56M,Galamsey Fight: Joint task force declares relentless war on illegal miners | The Pulse (11-10-24),JoyNews,10/11/2024 19:35,10422,65,28
I don't think playing on this galamsay is not the solution because what's going on is not spiritual it's something fiscal we are all seeing on the ground we need to hold the bull by the horns. We no the people who are doing the galamsay and we have to deal with them fiscally but not prayers.,UgxDav0FpbSAwDhJ08R4AaABAg,1,2,2024-10-12T01:42:55Z,,m3Q-UZQF56M,Galamsey Fight: Joint task force declares relentless war on illegal miners | The Pulse (11-10-24),JoyNews,10/11/2024 19:35,10422,65,28
I was trying to say prayers was not the solution but not playing,UgxDav0FpbSAwDhJ08R4AaABAg.A9Ttg08r1D-A9Tu8JKr61d,0,0,2024-10-12T01:46:55Z,UgxDav0FpbSAwDhJ08R4AaABAg,m3Q-UZQF56M,Galamsey Fight: Joint task force declares relentless war on illegal miners | The Pulse (11-10-24),JoyNews,10/11/2024 19:35,10422,65,28
@@josephdarko5407next time you can just go on edit and just fix it bro.,UgxDav0FpbSAwDhJ08R4AaABAg.A9Ttg08r1D-A9bujqcQo50,0,0,2024-10-15T13:45:21Z,UgxDav0FpbSAwDhJ08R4AaABAg,m3Q-UZQF56M,Galamsey Fight: Joint task force declares relentless war on illegal miners | The Pulse (11-10-24),JoyNews,10/11/2024 19:35,10422,65,28
Akufo addo always giving bribe to people to stop doing the right things just to do things that favors him. Wicked president,UgwA5wdKmKop5AameUR4AaABAg,0,0,2024-10-12T01:28:57Z,,m3Q-UZQF56M,Galamsey Fight: Joint task force declares relentless war on illegal miners | The Pulse (11-10-24),JoyNews,10/11/2024 19:35,10422,65,28
Again don't cover any governments officials or any leaders doing galamsay,UgxIwhOE3Mh8TjRk45V4AaABAg,2,0,2024-10-12T00:59:29Z,,m3Q-UZQF56M,Galamsey Fight: Joint task force declares relentless war on illegal miners | The Pulse (11-10-24),JoyNews,10/11/2024 19:35,10422,65,28
Please go to wotumi forest and make sure you  stop him from damaging our forest,UgxO8TjXw-Xe1dJ6QEB4AaABAg,1,1,2024-10-12T00:57:35Z,,m3Q-UZQF56M,Galamsey Fight: Joint task force declares relentless war on illegal miners | The Pulse (11-10-24),JoyNews,10/11/2024 19:35,10422,65,28
"That's what Npp are NDC, all this galamysay going on are own by the politicians let forget it will not go anywhere ??. Vote them out",UgxO8TjXw-Xe1dJ6QEB4AaABAg.A9ToUxfjqM6A9U_2g-QQme,0,0,2024-10-12T08:01:53Z,UgxO8TjXw-Xe1dJ6QEB4AaABAg,m3Q-UZQF56M,Galamsey Fight: Joint task force declares relentless war on illegal miners | The Pulse (11-10-24),JoyNews,10/11/2024 19:35,10422,65,28
"My friends in the military,  plse don't disappoint Ghanaians because this is not the first time the military is doing this exercise. I hope this time round  we are going to see a better result from you. God bless you all",UgzIlw-jAIsw53I3g0p4AaABAg,2,0,2024-10-12T00:53:29Z,,m3Q-UZQF56M,Galamsey Fight: Joint task force declares relentless war on illegal miners | The Pulse (11-10-24),JoyNews,10/11/2024 19:35,10422,65,28
This task force is not different from bribe task force,UgwGU5-bImPn-LZr_Td4AaABAg,1,0,2024-10-12T00:44:22Z,,m3Q-UZQF56M,Galamsey Fight: Joint task force declares relentless war on illegal miners | The Pulse (11-10-24),JoyNews,10/11/2024 19:35,10422,65,28
"Let me ask-- is it just an overnight development?Suddenly we have noticed the muddy polluted Water Bodies '-- overnight the Forest desercration has appeared? The Heavy Mining Machineries, '_Shinefuns' etc--were shipped in through our Ports --The foreigners in the the gang- kingpins-- Why can't we check all these b4 - now it's a big problem. What kind of citizens are we ? Most among us are Passive - only few good citizens - the Rest are the Active Bad- ones with no CIVIC RESPONSIBILITY.",UgzYSieasF0Y5AnPMeh4AaABAg,0,0,2024-10-11T23:36:24Z,,m3Q-UZQF56M,Galamsey Fight: Joint task force declares relentless war on illegal miners | The Pulse (11-10-24),JoyNews,10/11/2024 19:35,10422,65,28
Funny Akuffo Addo thinks Ghanaians are gullible,UgyKr751v8lpjyFMcMh4AaABAg,5,0,2024-10-11T22:37:40Z,,m3Q-UZQF56M,Galamsey Fight: Joint task force declares relentless war on illegal miners | The Pulse (11-10-24),JoyNews,10/11/2024 19:35,10422,65,28
But this guy's the don't spoil any water ??,UgyyZKja7jwAOKIkPLh4AaABAg,0,0,2024-09-27T19:39:35Z,,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
Stupid justification for doing galamsey.,UgwzaQj_GL60GKYUZLB4AaABAg,0,0,2024-09-26T14:20:51Z,,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
Can you do this in China?,Ugy-oInDVXlayeqZvhZ4AaABAg,1,0,2024-09-09T16:50:55Z,,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
A lot of thai owners not only chinese ! https://youtu.be/leddWQvdwwI?si=lRQPgzCDdwKW7rgl,UgzVwo1dRnjp1dzstbN4AaABAg,0,0,2024-09-09T01:05:29Z,,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
Awww mother Ghana,UgxGH5t25zbcW3lDjD54AaABAg,1,0,2024-05-22T12:57:50Z,,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
The government have to assist these people financially…,UgzfMQqQuKdsefzUhYJ4AaABAg,0,0,2024-05-22T12:50:42Z,,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
Our rivers are ruined,UgwD1q131NMtNyfLbid4AaABAg,1,0,2024-05-18T12:14:24Z,,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
We need the government to set rules and regulations to help these workers,UgwxanEGTgdAwuW736N4AaABAg,0,0,2024-04-22T12:07:15Z,,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
It shall be well,UgyKPdd6tSnmQC6nI4V4AaABAg,1,0,2024-04-22T11:32:49Z,,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
#AwwGhana!,UgwIXYhWAhnf0Z_IAk14AaABAg,0,0,2024-03-09T21:22:55Z,,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
Not easy oo,UgxDMuqSe3oHQa473e94AaABAg,0,0,2023-12-28T11:06:29Z,,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
We need Morden technology,UgxncaSrQmQUTnawQpV4AaABAg,0,1,2023-08-22T15:26:55Z,,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
I also think the government should set up a proper factory to enhanced this work,UgxncaSrQmQUTnawQpV4AaABAg.9ticVIyP_TrA2XWXsA-sgT,0,0,2024-04-22T11:49:09Z,UgxncaSrQmQUTnawQpV4AaABAg,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
Hard work,Ugy0QAVyH1bjWYDUFLt4AaABAg,0,0,2023-08-22T14:41:41Z,,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
I remember my first day in galamsey the work is not easy but now I dey Germany Avery galamsey place I no,Ugzhvtom02svJK9wnrV4AaABAg,1,0,2023-01-25T11:31:35Z,,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
????????,UgxLLBLetz3WIztG5tF4AaABAg,0,0,2022-12-18T08:00:33Z,,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
I like gold very much but today I feel bad,Ugx4-gE35pJhj_8cxmZ4AaABAg,1,0,2022-11-02T02:03:16Z,,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
"Good morning, am Korrow from Madina, please concerning the galamsay miners, please with uprooting to root of the galamsay or arresting those behind, galamsay will not stop, arresting the workers is like pouring water stone, it want hold anything, there are just deceiving us the citizens of Ghana, ARREST THE BIG MEN AND WOMEN BEHIND THETHE GALAMSAY DEAL",UgwcBwVMzvwblkVpE3t4AaABAg,1,0,2022-10-18T09:33:31Z,,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
"That dirt water dancing in their hands , that's nervous . Control land choreography",UgzW8UCFDMGh8UrJkNx4AaABAg,1,0,2022-04-30T08:05:51Z,,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
The chinees gold facteries are looting the poor natievs for gold and diomends. Just see the movie Blooddiomend. Please,UgwpxnztDMi0Z09DGx54AaABAg,0,0,2022-04-10T15:35:33Z,,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
What is the environmental cost compared to the rosy picture painted by the experts in the documentary,Ugxpl8uhV7uNmXlulAJ4AaABAg,2,0,2021-08-30T04:41:12Z,,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
"This guy's need strong punishment,  there is no excuses for this noses !!",UgwtDVc9TzZ5NAAWJ8l4AaABAg,0,0,2021-06-06T20:10:15Z,,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
Hello evening,UgykGcipKvRG5C9QVCp4AaABAg,0,0,2021-05-30T22:22:26Z,,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
"4:04 this is true capitalism, no reliance on government",Ugys4RdJSVnSH3tYUG54AaABAg,2,0,2021-04-27T16:28:47Z,,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
W o w. Where in Ghana is this,Ugx123LIuwMPK5V-Yed4AaABAg,0,0,2021-03-26T23:05:16Z,,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
Good job bro,Ugx0cBmZRlUdFneLxY14AaABAg,1,0,2021-03-23T04:36:45Z,,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
https://youtu.be/5rTIMDG7VBc gold finding in the rivers of Afghanistan,Ugz4bewddGnA4KpkVSx4AaABAg,0,0,2021-03-05T10:13:59Z,,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
Hallo is there a gold seller,UgzqtP4c5VgeFfupvph4AaABAg,0,2,2021-01-23T12:58:51Z,,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
Yes you can Contact me,UgzqtP4c5VgeFfupvph4AaABAg.9IrMXXD14V09Mlub_USAY4,1,0,2021-04-30T20:15:30Z,UgzqtP4c5VgeFfupvph4AaABAg,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
@@chuckybonty4191 ok,UgzqtP4c5VgeFfupvph4AaABAg.9IrMXXD14V09MnD_lLJe7N,0,0,2021-05-01T08:29:16Z,UgzqtP4c5VgeFfupvph4AaABAg,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
"Just get a pump, highbanker and shovels .",UgyIuxk6jpKrChfgSRl4AaABAg,0,0,2020-11-04T20:53:48Z,,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
Good job my friend,UgxZk5hxRHtkntOUiSh4AaABAg,0,0,2020-10-17T01:22:33Z,,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
Hello I have a very scientific and effective way to discover the locations of gold clusters and veins if you are interested i can work with you By this wayhttps://youtu.be/n-xNWOSF5nE,UgxqoBFgX6Bame4lLWh4AaABAg,0,0,2020-10-07T20:21:50Z,,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
It's beautiful. God bless China.,Ugz8vH8-hr7LG_K5FDZ4AaABAg,1,1,2020-01-13T19:11:29Z,,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
God bless  ghana,Ugz8vH8-hr7LG_K5FDZ4AaABAg.93jrHo9-SyL9JuXpyFmw3w,1,0,2021-02-18T15:06:44Z,Ugz8vH8-hr7LG_K5FDZ4AaABAg,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
Yes,UgxOp34kPEEc8up7Dsx4AaABAg,0,1,2020-01-06T16:21:11Z,,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
Hi,UgxOp34kPEEc8up7Dsx4AaABAg.93SXENUaD1-9ONntlk4zjH,0,0,2021-06-09T19:18:36Z,UgxOp34kPEEc8up7Dsx4AaABAg,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
Hi,UgxHlTtlGZX4X8f6NEV4AaABAg.8naFHDqe1pg8nf47UGhiPj,0,0,2018-11-15T09:42:30Z,UgxHlTtlGZX4X8f6NEV4AaABAg,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
Hahaha ma sre saaaa????????????,Ugwq_I4kjT9TfWE2cZV4AaABAg,0,0,2018-10-14T12:22:38Z,,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
We need to build a big factory for this people for them to continue the good work they are doing,UgwOKyc7F4ytJHcn0xl4AaABAg,7,0,2018-09-06T03:48:27Z,,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
I would die first! Will we EVERY learn???????,UgxCzhzFGlaC7bYRWb54AaABAg,0,0,2018-08-27T20:37:32Z,,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
Wicked Babylon must fall,UgxK-qRZyKTB36655Px4AaABAg,7,0,2018-04-05T12:01:41Z,,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
hm,UghsCWstcJbHdngCoAEC,0,1,2017-07-10T16:27:11Z,,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
Y,UghsCWstcJbHdngCoAEC.8UqMXzKbDee9OAPSQz3R38,0,0,2021-06-04T14:26:09Z,UghsCWstcJbHdngCoAEC,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
see what they are doing eiii God hmmm galamsay yi,Ugj4vWqfeBf273gCoAEC,1,1,2017-04-09T23:54:45Z,,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
papa  do you think.of after matb ? the sick ness it will bring to the country,Ugj4vWqfeBf273gCoAEC.8R9Gca8oAUu8axmnOqWREj,0,0,2018-01-03T13:19:47Z,Ugj4vWqfeBf273gCoAEC,MOtmb6N6IIA,Ghana’s gold diggers: Scramble comes at high cost,Science & Development Network,1/29/2016 18:40,222350,654,49
Npp and the world bank,Ugw7CaWE_gmQRE4Wg-d4AaABAg,0,0,2024-10-05T23:57:24Z,,huzPzBSgpQY,GWCL calls for the designation of water bodies as security zones to protect them from galamsey,JoyNews,9/2/2024 10:06,9171,67,43
Ghanaians mistakenly voted for a crook as president,UgxKLiM_OF2ZtcETTRJ4AaABAg,0,0,2024-10-05T10:11:15Z,,huzPzBSgpQY,GWCL calls for the designation of water bodies as security zones to protect them from galamsey,JoyNews,9/2/2024 10:06,9171,67,43
"Akuffo addo, jubilee house boys are in direct involvement in the galemsay business Ghanaians",Ugw_2cre80oZK1ueEMh4AaABAg,0,0,2024-10-05T10:10:59Z,,huzPzBSgpQY,GWCL calls for the designation of water bodies as security zones to protect them from galamsey,JoyNews,9/2/2024 10:06,9171,67,43
"Dictator akuffo addo, his agyapadie looting brigades must go to opposition as soon as possible",Ugya-QuXMcpItJFZ3iN4AaABAg,0,0,2024-10-05T10:10:36Z,,huzPzBSgpQY,GWCL calls for the designation of water bodies as security zones to protect them from galamsey,JoyNews,9/2/2024 10:06,9171,67,43
"Akuffo addo, his jubilee house boys are in direct involvement in the galemsay business Ghanaians",UgwVWf5d68Pjf82vLAB4AaABAg,0,0,2024-10-05T10:10:01Z,,huzPzBSgpQY,GWCL calls for the designation of water bodies as security zones to protect them from galamsey,JoyNews,9/2/2024 10:06,9171,67,43
"Dictator akuffo addo, his jubilee house boys are in direct involvement in the galemsay business Ghanaians",UgwtlMsLFoZAhrelj154AaABAg,0,0,2024-10-05T10:09:39Z,,huzPzBSgpQY,GWCL calls for the designation of water bodies as security zones to protect them from galamsey,JoyNews,9/2/2024 10:06,9171,67,43
"Akuffo addo, his jubilee house boys are in direct involvement in the galemsay business Ghanaians",UgxWah16_j6FtI_KUoh4AaABAg,0,0,2024-10-05T10:09:09Z,,huzPzBSgpQY,GWCL calls for the designation of water bodies as security zones to protect them from galamsey,JoyNews,9/2/2024 10:06,9171,67,43
These so called leaders I will never be shocked when it turns out they are profiting from this disaster,UgxpCCMBCEXmZtHyy0F4AaABAg,0,0,2024-09-10T00:56:58Z,,huzPzBSgpQY,GWCL calls for the designation of water bodies as security zones to protect them from galamsey,JoyNews,9/2/2024 10:06,9171,67,43
#nanamustresign,UgwaaGQfA-3rb-soGJx4AaABAg,0,0,2024-09-07T07:17:41Z,,huzPzBSgpQY,GWCL calls for the designation of water bodies as security zones to protect them from galamsey,JoyNews,9/2/2024 10:06,9171,67,43
"The youth of this nation need to call for the resignation of the president. He promised to see to protect the need from galamsey, it a failure of his part. #(Nana Must Resign)",UgxLJ3-bNM3qyCsMZdl4AaABAg,0,0,2024-09-07T07:17:25Z,,huzPzBSgpQY,GWCL calls for the designation of water bodies as security zones to protect them from galamsey,JoyNews,9/2/2024 10:06,9171,67,43
The youth are not angry enough!!,UgziDZEthjOuG9DdLH14AaABAg,4,0,2024-09-06T00:47:01Z,,huzPzBSgpQY,GWCL calls for the designation of water bodies as security zones to protect them from galamsey,JoyNews,9/2/2024 10:06,9171,67,43
"This is beyond belief. Beyond human understanding. How can people be so greedy and unscrupulous? These are enemies of the people, enemies of life.",UgzhY0GHGSefk8Qu6lh4AaABAg,2,0,2024-09-05T07:43:41Z,,huzPzBSgpQY,GWCL calls for the designation of water bodies as security zones to protect them from galamsey,JoyNews,9/2/2024 10:06,9171,67,43
In which nation can this happen? China? US? Japan? Only a country in Africa and to be precise Ghana.,Ugx8PbfT7mg0bPRCcyl4AaABAg,0,0,2024-09-05T00:30:25Z,,huzPzBSgpQY,GWCL calls for the designation of water bodies as security zones to protect them from galamsey,JoyNews,9/2/2024 10:06,9171,67,43
Your government is the galamsay kingpins and this is the results.,UgwF7HkkJJF9zyHH5Th4AaABAg,0,0,2024-09-04T10:51:12Z,,huzPzBSgpQY,GWCL calls for the designation of water bodies as security zones to protect them from galamsey,JoyNews,9/2/2024 10:06,9171,67,43
?? do we have a government??????????????,Ugwtxiii-ONte2IK2Tx4AaABAg,0,0,2024-09-04T08:42:33Z,,huzPzBSgpQY,GWCL calls for the designation of water bodies as security zones to protect them from galamsey,JoyNews,9/2/2024 10:06,9171,67,43
Ghana is going to collapse in a few years,Ugx5H9oGFQ1xVjQ953p4AaABAg,0,0,2024-09-04T04:10:20Z,,huzPzBSgpQY,GWCL calls for the designation of water bodies as security zones to protect them from galamsey,JoyNews,9/2/2024 10:06,9171,67,43
Akans are the problem of Ghana. Very greedy people,UgwNL6gFYQm6o_R5H914AaABAg,0,0,2024-09-04T02:29:39Z,,huzPzBSgpQY,GWCL calls for the designation of water bodies as security zones to protect them from galamsey,JoyNews,9/2/2024 10:06,9171,67,43
If our leaders themselves can’t see the urgency in this situation then I guess gaining independence from these colonisers was a mistake..I weep for my country,UgxUT1h_egBbJHQUgxl4AaABAg,0,0,2024-09-04T01:48:51Z,,huzPzBSgpQY,GWCL calls for the designation of water bodies as security zones to protect them from galamsey,JoyNews,9/2/2024 10:06,9171,67,43
We didn't see this during JJ's time. Not even in Kufuor & Atta Mills's time. Only from 2014-2024 we found ourselves like this. Only 10 years. Imagine after 20years  ???,UgwsraDoRs9gUVpZ9Fp4AaABAg,1,0,2024-09-03T15:25:50Z,,huzPzBSgpQY,GWCL calls for the designation of water bodies as security zones to protect them from galamsey,JoyNews,9/2/2024 10:06,9171,67,43
"If these galampsey continues,I the next ten years we have no water to drink",Ugxg2cqvqNJyyosB5PJ4AaABAg,1,0,2024-09-03T14:27:41Z,,huzPzBSgpQY,GWCL calls for the designation of water bodies as security zones to protect them from galamsey,JoyNews,9/2/2024 10:06,9171,67,43
God punish our politicians,UgwneJQFqL1NVCmf_WR4AaABAg,0,1,2024-09-03T14:25:51Z,,huzPzBSgpQY,GWCL calls for the designation of water bodies as security zones to protect them from galamsey,JoyNews,9/2/2024 10:06,9171,67,43
